order_id,order_date,customer_id,status,quantity,unit_price,currency,country,customer_email,postal_code,total_amount
930,2025-11-07,C3630,closed,2.0,32.09,GBP,GB,,B33 8TH,61.37
931,2025-07-12,C8486,pending,14.0,105.84,EUR,FR,c84866214@corp.com,17735,1361.21
932,2025-07-23,C1110,,8.0,5.08,GBP,GB,c11108782@shop.net,B33 8TH,38.41
933,2025-09-22,C3140,closed,11.0,60.5,AUD,DE,,10907,776.37
934,2025-10-13,C7124,open,10.0,54.38,BTC,US,c71243206@example.com,54121,651.15
935,2025-08-28,C4622,open,3.0,81.56,GBP,GB,c46224478@mail.org,XXXXX,283.78
936,2025-11-24,C3988,closed,6.0,19.71,USD,US,c39882328@mail.org,39096,106.78
937,2025-07-06,C8853,pending,2.0,117.86,USD,US,,17265,235.08
938,2025-07-07,C3593,closed,7.0,60.72,USD,US,c35939399@corp.com,94938,493.7
939,2025-08-25,C3791,open,10.0,23.62,USD,US,,70639,243.99
940,2025-06-25,C4404,closed,8.0,95.4,EUR,FR,c44043556@shop.net,33187,823.35
941,2025-07-31,C6985,closed,13.0,52.67,JPY,GB,,EC1A 1BB,757.86
942,2025-08-16,C8315,open,2.0,21.96,USD,US,c83156182@shop.net,31223,43.29
943,2025-06-14,C9206,closed,9.0,41.44,BTC,DE,c92068977@mail.org,66216,420.5
1201,2025-08-18,C5032,open,14.0,81.44,GBP,GB,c50323621@mail.org,XXXXX,1039.58
945,2025-09-29,C4567,closed,7.0,7.17,USD,US,c45677677@corp.com,43024,52.28
946,2025-07-11,C2943,open,4.0,111.05,GBP,GB,c29432205@mail.org,W1A 0AX,422.79
947,2025-09-10,C9822,open,4.0,48.2,BTC,GB,c98226921@corp.com,XXXXX,224.72
948,2025-10-05,C3956,pending,12.0,67.41,EUR,DE,c39569326@corp.com,54936,802.94
949,2025-09-08,C2575,closed,5.0,90.96,EUR,DE,c2575634@mail.org,25237,442.63
950,2025-09-09,C3075,closed,3.0,110.93,EUR,DE,c30753478@shop.net,33906,383.57
951,2025-08-17,C2579,open,8.0,45.56,EUR,DE,c25797512@shop.net,88183,379.35
952,2025-09-15,C3530,open,1.0,108.01,USD,US,,XXXXX,123.4
953,2025-11-01,C9921,closed,7.0,17.6,USD,US,,49900,143.25
954,2025-10-14,C2424,open,10.0,73.88,EUR,FR,c24245395@mail.org,34993,852.28
955,2025-08-23,C5138,closed,4.0,58.84,EUR,FR,c51384684@corp.com,XXXXX,280.03
956,2025-09-26,C4064,pending,7.0,107.78,USD,US,c40646909@corp.com,64878,892.66
957,2025-07-01,C8709,open,14.0,116.04,EUR,DE,c87096407@corp.com,86597,1872.72
958,2025-10-27,C9847,open,5.0,66.03,USD,US,,48628,-353.79
959,2025-08-19,C2799,open,2.0,6.85,USD,US,c27998325@example.com,56765,13.93
960,2025-10-05,C4592,pending,10.0,38.83,USD,US,,44429,363.2
961,2025-09-17,C8213,pending,2.0,96.79,USD,US,c82132194@example.com,69048,226.56
962,2025-07-06,C9923,open,1.0,21.31,GBP,GB,c99232051@mail.org,SW1A 1AA,21.83
963,2025-08-05,C5007,open,1.0,52.18,USD,US,,58389,61.85
964,2025-10-12,C9354,open,1.0,80.81,GBP,GB,c9354990@shop.net,M1 1AE,76.67
965,2025-10-23,C6505,open,2.0,29.65,EUR,FR,c65059276@example.com,95514,57.34
966,2025-09-05,C9596,open,2.0,74.98,AUD,US,c95965576@corp.com,10076,168.87
967,2025-07-16,C7131,closed,3.0,43.06,AUD,US,c71313806@mail.org,96942,153.6
968,2025-07-03,C7662,open,5.0,50.22,BTC,FR,,XXXXX,258.0
969,2025-09-15,C9226,open,7.0,84.07,EUR,FR,c92261820@example.com,67364,579.02
970,2025-10-04,C5264,closed,10.0,44.69,GBP,GB,,B33 8TH,520.29
971,2025-09-03,C6123,closed,8.0,24.93,GBP,GB,c61239715@mail.org,B33 8TH,216.04
972,2025-11-13,C7798,,10.0,18.73,EUR,FR,c779812@shop.net,59557,203.48
973,2025-08-11,C9026,open,3.0,8.25,EUR,FR,,74467,25.83
974,2025-11-29,C9257,open,11.0,115.9,EUR,DE,c92576086@mail.org,11771,1500.7
975,2025-09-26,C4263,closed,5.0,72.68,EUR,DE,c42635407@example.com,93089,383.02
976,2025-06-11,C3614,open,7.0,75.81,AUD,DE,c36141029@shop.net,XXXXX,481.5
977,2025-07-18,C3367,pending,9.0,118.28,GBP,GB,c33675066@example.com,W1A 0AX,1243.48
978,2025-06-15,C8535,open,2.0,76.07,USD,US,c85358894@corp.com,XXXXX,157.44
1323,2025-07-25,C2990,pending,3.0,66.04,EUR,DE,,44954,199.44
980,2025-10-20,C5781,open,10.0,46.46,BTC,GB,c57818050@corp.com,B33 8TH,467.23
981,2025-06-13,C2674,open,8.0,65.25,EUR,DE,c26748759@example.com,14955,602.77
982,2025-08-16,C6953,open,14.0,75.26,USD,US,c69536521@example.com,82971,1117.55
983,2025-11-15,C2843,open,11.0,13.78,EUR,DE,c28432202@shop.net,99299,143.27
984,2025-08-14,C3654,pending,6.0,116.04,USD,US,,XXXXX,724.2
985,2025-07-30,C4814,open,13.0,19.75,EUR,FR,,24737,258.06
986,2025-08-16,C4020,open,7.0,103.86,EUR,FR,c4020172@corp.com,XXXXX,869.94
987,2025-10-15,C1019,closed,10.0,81.47,EUR,FR,c10196377@corp.com,20483,781.26
988,2025-06-17,C4016,closed,2.0,8.32,EUR,DE,c401642@mail.org,55619,18.3
989,2025-09-20,C6393,open,1.0,83.65,EUR,DE,c63936753@corp.com,15329,78.57
990,2025-06-28,C2682,open,1.0,114.5,EUR,DE,,XXXXX,-109.59
991,2025-08-05,C2518,open,3.0,45.83,GBP,GB,,M1 1AE,156.05
992,2025-09-23,C9340,closed,5.0,48.27,USD,US,c93405138@shop.net,24537,246.68
993,2025-09-07,C4445,closed,3.0,81.68,USD,US,c44452149@corp.com,59035,227.58
994,2025-06-28,C9985,closed,8.0,47.05,GBP,GB,,W1A 0AX,419.06
995,2025-06-10,C1783,closed,8.0,53.89,GBP,GB,c17835001@shop.net,EC1A 1BB,454.61
996,2025-09-12,C5459,pending,9.0,27.08,USD,US,c54595046@shop.net,17688,278.2
997,2025-11-21,C6771,pending,6.0,43.53,AUD,DE,c67714496@shop.net,97095,298.19
998,2025-11-14,C7840,open,1.0,110.2,USD,US,,67329,105.56
999,2025-11-27,C8063,pending,14.0,34.27,GBP,GB,,SW1A 1AA,548.05
1000,2025-11-16,C4503,pending,8.0,25.63,AUD,DE,,30064,-207.5
1001,2025-10-18,C1441,closed,4.0,34.22,USD,US,c14417432@example.com,58104,144.6
1002,2025-08-23,C2753,open,12.0,70.08,EUR,DE,c27536672@mail.org,46454,856.48
1003,2025-10-26,C6588,closed,1.0,23.22,GBP,GB,c65886517@mail.org,B33 8TH,23.98
1004,2025-07-12,C2072,open,2.0,50.54,USD,US,c20728069@mail.org,XXXXX,91.93
1005,2025-07-19,C6383,closed,7.0,55.88,EUR,FR,c63838745@shop.net,90033,386.8
1006,2025-07-12,C3195,closed,1.0,13.27,USD,US,,46993,12.45
1007,2025-07-31,C1750,closed,12.0,9.64,USD,US,c17502183@example.com,56303,121.35
1008,2025-08-14,C4995,open,11.0,34.77,BTC,DE,,24679,422.85
1009,2025-09-08,C9882,closed,11.0,40.48,USD,US,,61408,503.06
1010,2025-08-22,C5762,open,11.0,25.05,EUR,DE,c57626188@example.com,66167,280.48
1011,2025-08-08,C4583,open,10.0,22.64,GBP,GB,,EC1A 1BB,264.06
1012,2025-08-17,C2595,closed,14.0,112.04,EUR,DE,c25955869@corp.com,50029,1438.78
1013,2025-07-11,C3670,open,3.0,52.33,USD,US,c3670667@example.com,XXXXX,146.55
1014,2025-06-29,C4531,closed,14.0,11.38,USD,US,c45317255@example.com,XXXXX,157.85
1015,2025-08-02,C8799,pending,3.0,67.3,EUR,FR,,47103,205.13
1016,2025-09-30,C1370,pending,10.0,119.78,GBP,GB,c13706810@mail.org,W1A 0AX,1294.38
1017,2025-08-27,C1867,closed,14.0,78.84,AUD,FR,c18672144@example.com,91670,1099.42
1018,2025-07-29,C5398,,7.0,98.88,EUR,DE,,23272,765.03
1019,2025-06-21,C8553,open,9.0,69.77,USD,US,c85535141@example.com,18118,700.79
1020,2025-09-06,C4025,pending,3.0,83.01,USD,US,c40252569@corp.com,XXXXX,295.1
1021,2025-08-16,C5137,closed,8.0,28.51,USD,US,c51374157@example.com,47556,267.5
1022,2025-09-24,C2580,closed,12.0,69.96,EUR,DE,c2580506@corp.com,50763,831.45
1023,2025-09-29,C8989,closed,5.0,74.53,EUR,DE,c89891234@example.com,97962,386.61
1024,2025-07-15,C5242,closed,5.0,57.83,EUR,DE,,XXXXX,269.47
1025,2025-06-20,C8219,open,9.0,98.59,GBP,GB,c82199972@corp.com,W1A 0AX,1027.84
1026,2025-07-25,C2866,open,2.0,95.37,GBP,GB,c28667319@corp.com,B33 8TH,226.47
1027,2025-09-09,C2408,open,1.0,118.19,GBP,GB,c24081283@example.com,W1A 0AX,122.78
1028,2025-09-04,C3611,closed,11.0,88.83,USD,US,,75593,963.34
1029,2025-07-18,C7379,closed,12.0,61.87,GBP,GB,c73797355@corp.com,XXXXX,741.05
1030,2025-08-14,C2916,pending,8.0,99.27,EUR,DE,,97618,848.16
1031,2025-11-04,C9500,closed,12.0,17.31,JPY,DE,c95009901@mail.org,XXXXX,246.7
1032,2025-11-16,C1828,open,14.0,46.29,USD,US,,58114,631.67
1033,2025-08-18,C7392,open,12.0,118.64,AUD,DE,,37307,1488.72
1034,2025-12-02,C5276,pending,7.0,93.48,USD,US,,73432,604.44
1035,2025-10-04,C7363,closed,6.0,39.73,BTC,US,c7363216@example.com,38575,220.44
1036,2025-07-09,C8122,open,3.0,48.43,USD,US,c81224087@example.com,14998,155.46
1037,2025-07-14,C9087,,5.0,109.38,EUR,FR,c90876179@shop.net,92071,596.33
1038,2025-06-15,C9054,pending,9.0,84.45,GBP,GB,c90544213@corp.com,EC1A 1BB,695.56
1039,2025-07-25,C7727,closed,11.0,15.69,EUR,DE,c77271831@example.com,70273,169.05
1040,2025-09-25,C4307,closed,4.0,60.41,USD,US,c43079415@example.com,23831,270.98
1041,2025-08-04,C2635,pending,14.0,83.62,EUR,FR,c26355526@example.com,68649,1369.65
1042,2025-08-12,C1869,open,12.0,5.58,GBP,GB,c18692405@mail.org,XXXXX,67.54
1043,2025-10-09,C5029,closed,14.0,35.15,AUD,GB,c50299495@shop.net,B33 8TH,586.71
1044,2025-07-29,C4089,closed,6.0,31.4,GBP,GB,c40894562@corp.com,SW1A 1AA,208.32
1135,2025-09-26,C6233,pending,11.0,36.26,USD,US,c62334050@mail.org,78057,467.04
1046,2025-09-18,C9602,closed,8.0,89.45,JPY,DE,,79128,662.4
1047,2025-09-06,C5886,closed,5.0,55.47,GBP,GB,c58862417@corp.com,B33 8TH,277.24
1048,2025-06-21,C1218,open,5.0,35.51,USD,US,,59085,162.25
1049,2025-09-19,C2759,,10.0,53.32,USD,US,c27592733@corp.com,98133,607.2
1050,2025-09-28,C6003,closed,7.0,65.61,USD,US,c60034686@shop.net,90335,486.82
1051,2025-11-01,C7716,closed,3.0,54.8,USD,US,,39513,-178.61
1052,2025-06-13,C4057,open,3.0,6.46,GBP,GB,c4057289@example.com,SW1A 1AA,18.77
1053,2025-09-23,C1057,closed,4.0,112.82,USD,US,,86295,-455.19
1054,2025-06-28,C1785,closed,8.0,113.8,GBP,GB,,B33 8TH,1078.6
1055,2025-08-21,C5524,closed,8.0,106.61,EUR,FR,c55243169@example.com,68391,968.83
1056,2025-09-28,C1212,closed,14.0,102.17,GBP,GB,c12123705@shop.net,B33 8TH,1409.63
1057,2025-07-22,C3809,open,2.0,59.82,USD,US,c38095606@mail.org,10855,132.68
1058,2025-09-18,C8159,closed,4.0,10.79,USD,US,c81599301@example.com,59446,-47.56
1059,2025-11-27,C7784,open,1.0,7.34,JPY,US,c77848912@example.com,79646,7.69
1060,2025-08-25,C7080,open,12.0,72.9,USD,US,c70804217@example.com,16894,989.64
1061,2025-08-20,C1560,pending,8.0,110.91,GBP,GB,c15604735@corp.com,B33 8TH,804.6
1062,2025-09-05,C1083,closed,5.0,75.79,BTC,DE,c10835289@example.com,40669,384.05
1063,2025-09-09,C3404,open,5.0,97.87,USD,US,c34043458@shop.net,23624,532.94
1064,2025-08-09,C9104,open,11.0,24.92,GBP,GB,c91048347@example.com,SW1A 1AA,313.43
1065,2025-07-02,C6404,pending,14.0,52.3,BTC,DE,c64044401@shop.net,31587,742.64
1066,2025-06-24,C8619,closed,2.0,9999.0,EUR,FR,c86191945@mail.org,94974,20719.08
1067,2025-08-16,C4182,open,6.0,102.36,EUR,DE,c41821355@mail.org,23047,698.65
1068,2025-06-26,C2745,closed,9.0,105.04,USD,US,,47686,1088.5
1069,2025-10-02,C9072,open,12.0,94.17,GBP,GB,c90728780@mail.org,W1A 0AX,1055.32
1070,2025-09-19,C8269,open,13.0,12.05,AUD,US,,56066,175.62
1071,2025-10-05,C2232,open,9.0,72.27,GBP,GB,c22321694@mail.org,EC1A 1BB,719.16
1072,2025-07-16,C8797,pending,8.0,28.6,USD,US,c87978511@mail.org,29749,-267.91
1073,2025-09-28,C8362,pending,7.0,69.41,EUR,FR,,67141,452.6
1074,2025-09-15,C2637,pending,10.0,64.27,EUR,DE,,21626,614.64
1075,2025-07-14,C7541,open,8.0,46.57,GBP,GB,,XXXXX,432.01
1076,2025-08-05,C1326,closed,7.0,69.67,AUD,FR,c13267447@shop.net,XXXXX,478.48
1077,2025-10-10,C5586,closed,3.0,0.0,GBP,GB,c55868498@mail.org,B33 8TH,0.0
1078,2025-08-27,C9073,open,13.0,90.55,USD,US,c90732469@corp.com,39984,1280.61
1079,2025-09-25,C1368,closed,11.0,105.66,USD,US,c13687930@mail.org,87138,1163.21
1080,2025-09-16,C7483,open,14.0,37.29,USD,US,,XXXXX,510.93
1081,2025-09-02,C8240,pending,14.0,17.38,EUR,FR,c82403912@shop.net,XXXXX,257.74
1082,2025-06-20,C3524,closed,2.0,63.93,BTC,FR,c3524478@corp.com,32455,-118.61
1083,2025-06-24,C9346,open,10.0,53.69,GBP,GB,,W1A 0AX,503.52
355,2025-10-02,C7459,closed,9.0,107.16,GBP,GB,c74597779@example.com,M1 1AE,1078.66
1085,2025-08-01,C9884,open,4.0,55.33,USD,US,,26783,221.22
1086,2025-11-03,C1946,open,3.0,46.74,USD,US,c19464719@example.com,35911,154.62
1087,2025-07-09,C5240,,6.0,11.86,USD,US,c52405457@mail.org,49954,74.09
1088,2025-08-17,C1609,open,10.0,19.28,USD,US,c16091841@shop.net,XXXXX,220.49
1089,2025-12-04,C5510,closed,2.0,67.73,GBP,GB,,W1A 0AX,160.47
1090,2025-06-18,C9386,closed,8.0,62.33,GBP,GB,,SW1A 1AA,596.65
1091,2025-11-16,C8245,open,9.0,17.92,GBP,GB,,W1A 0AX,155.68
1092,2025-07-23,C4040,closed,7.0,23.78,EUR,DE,,24039,194.86
1093,2025-08-01,C1744,closed,1.0,13.29,EUR,DE,,99230,12.03
1094,2025-07-28,C3734,open,11.0,35.08,GBP,GB,,M1 1AE,-445.81
1095,2025-06-15,C1942,,4.0,82.36,BTC,US,c19426927@example.com,38021,379.45
1096,2025-08-15,C1139,open,6.0,23.1,EUR,FR,c11391691@shop.net,60014,155.57
1097,2025-06-19,C2591,closed,8.0,49.75,GBP,GB,c25912229@mail.org,W1A 0AX,393.72
1098,2025-07-28,C9524,pending,10.0,116.2,GBP,GB,c95243967@shop.net,W1A 0AX,1227.06
1099,2025-11-24,C5218,open,7.0,7.31,GBP,GB,,EC1A 1BB,49.11
1100,2025-06-26,C5170,,12.0,115.73,USD,US,,16893,1269.76
1101,2025-06-25,C4993,closed,11.0,52.8,GBP,GB,c49937782@corp.com,SW1A 1AA,648.82
1102,2025-06-10,C1056,,12.0,15.4,USD,US,c1056874@corp.com,56765,184.01
1103,2025-08-28,C8523,open,4.0,111.23,GBP,GB,c85239223@shop.net,W1A 0AX,527.37
1104,2025-07-17,C4034,closed,10.0,79.13,GBP,GB,c40345449@shop.net,B33 8TH,916.05
1105,2025-07-07,C4461,pending,1.0,80.01,EUR,DE,c44618190@corp.com,XXXXX,89.25
1106,2025-08-05,C9242,closed,1.0,114.09,GBP,GB,,M1 1AE,112.39
1107,2025-11-15,C8786,closed,2.0,95.86,EUR,DE,c87867190@example.com,66439,220.47
1108,2025-07-28,C6440,open,14.0,114.16,EUR,FR,c64405486@example.com,49847,1453.59
1109,2025-07-06,C9789,,8.0,16.1,USD,US,c97898823@mail.org,62881,146.65
1110,2025-09-24,C9766,open,6.0,104.46,GBP,GB,c97668861@corp.com,B33 8TH,589.06
1111,2025-06-13,C5785,closed,1.0,36.73,BTC,US,c57857745@corp.com,55509,37.39
1112,2025-10-24,C9901,open,7.0,109.79,USD,US,,37878,767.31
1113,2025-10-27,C9555,closed,10.0,21.49,USD,US,c9555452@mail.org,43345,210.19
1114,2025-07-15,C4440,open,12.0,86.22,JPY,DE,c44407549@shop.net,91291,936.88
1115,2025-06-17,C1631,open,12.0,36.34,EUR,DE,c16319193@mail.org,88002,482.63
1116,2025-08-21,C6383,open,8.0,70.68,USD,US,c63834029@mail.org,83652,546.26
1117,2025-10-01,C5512,open,7.0,105.25,USD,US,c55127592@corp.com,69897,707.83
1118,2025-08-14,C9585,open,7.0,5.82,USD,US,c95853892@shop.net,22301,45.16
1119,2025-08-10,C6701,open,13.0,65.23,JPY,FR,,23817,929.38
1120,2025-09-21,C4423,closed,9.0,46.31,BTC,GB,c44233540@corp.com,XXXXX,443.3
1121,2025-10-14,C2747,open,10.0,13.21,EUR,FR,,80310,147.07
1122,2025-07-30,C3793,open,5.0,100.06,USD,US,c3793203@mail.org,68574,539.66
1123,2025-11-08,C6945,closed,5.0,54.91,USD,US,,82177,314.32
1124,2025-07-23,C3182,closed,9.0,63.54,EUR,FR,,47770,540.61
1125,2025-09-23,C5802,closed,8.0,39.52,USD,US,c58023875@mail.org,XXXXX,307.71
1126,2025-10-17,C8759,closed,9.0,55.87,EUR,FR,,76592,592.16
1127,2025-10-31,C5931,closed,7.0,58.18,USD,US,c59317189@corp.com,55417,419.48
1128,2025-08-02,C2650,closed,9.0,21.82,EUR,DE,c26505452@corp.com,XXXXX,221.44
1129,2025-09-15,C1535,open,9.0,32.55,BTC,US,,17734,313.68
1130,2025-06-08,C6798,closed,9.0,42.85,GBP,GB,c67983061@mail.org,EC1A 1BB,424.18
1131,2025-06-25,C3882,open,11.0,9999.0,EUR,DE,c3882276@shop.net,12794,100626.65
279,2025-09-11,C5236,open,2.0,101.97,GBP,GB,c52363007@corp.com,B33 8TH,216.88
1133,2025-06-17,C6901,open,1.0,87.45,EUR,DE,c69013745@mail.org,XXXXX,94.8
1134,2025-06-24,C4668,closed,9.0,43.23,BTC,US,c46687173@shop.net,78291,396.47
1135,2025-08-28,C2442,,11.0,84.29,GBP,GB,,EC1A 1BB,905.72
1136,2025-11-03,C5971,,14.0,61.15,USD,US,c59718258@mail.org,51039,883.71
1137,2025-09-18,C1958,closed,12.0,85.33,EUR,FR,c19581214@shop.net,XXXXX,1190.42
1138,2025-08-22,C9002,pending,12.0,93.81,USD,US,c90022671@corp.com,17800,1162.06
1139,2025-08-29,C3163,open,2.0,119.64,GBP,GB,,XXXXX,219.79
1140,2025-12-03,C2482,closed,8.0,105.02,EUR,FR,,38392,839.84
1141,2025-11-28,C7949,open,6.0,102.91,BTC,US,c7949139@mail.org,17612,713.83
1142,2025-06-21,C1727,open,5.0,107.82,BTC,FR,c17279926@corp.com,38134,529.3
1143,2025-08-31,C4975,closed,2.0,16.92,GBP,GB,,SW1A 1AA,40.59
1144,2025-07-26,C5884,closed,5.0,43.18,GBP,GB,c5884477@mail.org,SW1A 1AA,255.2
1145,2025-07-25,C2664,closed,2.0,62.68,GBP,GB,c26643989@example.com,B33 8TH,135.17
1146,2025-07-17,C6553,closed,6.0,38.45,GBP,GB,,B33 8TH,257.13
1147,2025-07-17,C6498,closed,12.0,81.75,USD,US,,57295,904.96
1148,2025-08-27,C5267,open,12.0,118.04,GBP,GB,,EC1A 1BB,1484.83
1149,2025-10-28,C5119,closed,1.0,57.66,EUR,FR,c51193865@example.com,10641,69.05
1150,2025-08-18,C5891,open,14.0,18.01,GBP,GB,c58919542@example.com,B33 8TH,300.97
1151,2025-06-29,C8245,open,9.0,107.09,GBP,GB,,W1A 0AX,919.22
1152,2025-10-13,C6402,open,2.0,88.49,JPY,DE,,38390,163.47
1153,2025-07-04,C5476,closed,8.0,92.3,EUR,DE,,65084,761.56
1154,2025-07-26,C4651,closed,5.0,40.16,GBP,GB,,XXXXX,228.62
1155,2025-09-04,C5693,open,1.0,5.61,USD,US,,44819,5.08
1156,2025-10-08,C2946,open,8.0,98.9,GBP,GB,c29468942@mail.org,M1 1AE,948.65
1157,2025-11-15,C5795,open,8.0,36.9,EUR,FR,c57951024@shop.net,70373,347.71
1158,2025-08-17,C3749,pending,14.0,70.59,USD,US,c37492949@mail.org,23730,974.54
1159,2025-06-13,C6310,open,11.0,30.48,EUR,FR,,45131,329.59
1160,2025-10-26,C7791,,12.0,10.51,GBP,GB,c77917161@example.com,SW1A 1AA,138.27
1161,2025-08-27,C5856,open,13.0,103.99,USD,US,c58566775@corp.com,94140,1302.7
1162,2025-08-08,C9580,closed,12.0,92.63,USD,US,c95806872@corp.com,XXXXX,1127.94
1163,2025-07-01,C5105,pending,13.0,75.62,GBP,GB,c51054574@corp.com,SW1A 1AA,1084.6
1164,2025-07-07,C3558,open,6.0,58.87,USD,US,,51976,418.5
1165,2025-07-06,C4128,open,4.0,87.98,EUR,DE,,38995,343.7
1166,2025-08-02,C5363,open,10.0,71.9,EUR,FR,,XXXXX,808.95
770,2025-12-04,C8684,open,10.0,25.34,USD,US,c86841269@corp.com,62946,298.49
1168,2025-06-15,C5243,closed,5.0,87.06,EUR,DE,c52433252@example.com,27336,519.83
1169,2025-06-17,C1248,closed,10.0,82.33,EUR,FR,,80486,790.79
1170,2025-08-26,C2680,,8.0,10.87,GBP,GB,c26805497@shop.net,M1 1AE,98.33
1171,2025-06-26,C4600,closed,6.0,100.04,EUR,FR,c46008305@mail.org,54221,596.44
1172,2025-08-13,C7194,closed,5.0,115.21,USD,US,c71945202@mail.org,42592,520.01
1173,2025-09-16,C9796,pending,9.0,74.17,USD,US,c97966385@mail.org,86535,676.11
1174,2025-07-08,C9223,closed,2.0,33.39,EUR,FR,c92237640@mail.org,70793,77.39
1175,2025-10-13,C1314,closed,13.0,28.6,EUR,DE,c13144518@shop.net,89337,354.81
1176,2025-09-25,C9093,closed,11.0,99.91,EUR,FR,,79124,1064.98
1177,2025-08-22,C9931,closed,12.0,92.72,EUR,DE,,69876,1105.58
1178,2025-08-25,C8130,open,9.0,61.55,USD,US,c81307369@mail.org,47113,586.71
1179,2025-10-23,C8777,pending,2.0,69.52,EUR,FR,c87779050@corp.com,26669,131.02
1180,2025-07-21,C2373,pending,13.0,113.34,EUR,DE,c23738822@mail.org,98684,1611.41
1181,2025-10-11,C7089,open,12.0,103.91,USD,US,,11366,1432.42
1182,2025-11-05,C7311,,13.0,68.81,USD,US,,86229,817.54
1183,2025-08-24,C5737,open,7.0,0.0,USD,US,c57375342@corp.com,XXXXX,0.0
1184,2025-06-10,C5598,closed,4.0,97.68,GBP,GB,,SW1A 1AA,381.58
1185,2025-08-25,C5994,,9.0,52.76,EUR,DE,c59943071@shop.net,44904,539.18
1186,2025-06-18,C3149,closed,7.0,71.77,JPY,US,,44251,483.06
1187,2025-09-15,C7732,pending,1.0,79.97,EUR,DE,c77328935@mail.org,28329,76.07
1188,2025-08-20,C5152,open,11.0,113.48,USD,US,c51528088@corp.com,35202,1231.32
1189,2025-11-29,C5267,closed,14.0,10.5,JPY,DE,c52674592@mail.org,85434,145.44
1190,2025-09-08,C6432,closed,7.0,26.97,USD,US,c64329010@mail.org,40965,188.23
1191,2025-09-16,C8711,pending,13.0,63.9,GBP,GB,c87114580@shop.net,SW1A 1AA,850.45
1192,2025-09-19,C9635,pending,2.0,106.08,USD,US,c96351662@corp.com,76369,219.84
1193,2025-10-28,C5782,open,9.0,8.19,USD,US,,XXXXX,78.66
1194,2025-07-13,C5801,open,7.0,33.33,EUR,DE,c58019040@corp.com,75678,212.9
1195,2025-11-23,C2483,open,1.0,0.0,EUR,DE,,15785,0.0
1196,2025-08-20,C3514,closed,1.0,111.41,GBP,GB,,SW1A 1AA,115.0
1197,2025-11-02,C4619,open,10.0,77.0,EUR,DE,c46193190@example.com,51922,715.65
1198,2025-08-20,C4271,closed,13.0,19.62,JPY,FR,,59973,288.66
1199,2025-06-14,C5642,pending,1.0,110.54,GBP,GB,c56423392@shop.net,B33 8TH,125.99
1200,2025-10-14,C1932,pending,7.0,79.74,GBP,GB,c1932822@example.com,W1A 0AX,515.4
1201,2025-09-23,C4162,open,5.0,71.5,EUR,FR,c41626843@corp.com,XXXXX,408.42
1202,2025-11-29,C2714,open,10.0,109.24,EUR,FR,c27144385@mail.org,56511,1131.19
1203,2025-10-23,C7515,closed,9.0,30.67,USD,US,c75159418@shop.net,23258,282.16
1204,2025-10-12,C2259,open,3.0,100.97,JPY,US,c22594338@example.com,XXXXX,298.46
1205,2025-09-10,C2010,pending,5.0,27.88,GBP,GB,c20102951@mail.org,EC1A 1BB,130.55
1206,2025-08-08,C5335,closed,8.0,26.4,EUR,FR,c5335333@mail.org,85631,222.88
1207,2025-08-12,C2082,open,8.0,5.72,GBP,GB,c20825395@mail.org,M1 1AE,46.2
1208,2025-06-23,C6359,,4.0,28.89,GBP,GB,c63597102@corp.com,M1 1AE,108.39
1209,2025-08-03,C5581,closed,4.0,91.38,JPY,US,c55811711@corp.com,94574,404.91
1210,2025-07-28,C2457,pending,11.0,54.17,USD,US,c2457854@corp.com,70298,703.66
1211,2025-09-02,C5668,closed,13.0,43.13,GBP,GB,,B33 8TH,639.91
1212,2025-07-25,C9358,closed,3.0,115.9,EUR,FR,c93588297@shop.net,92653,372.64
1213,2025-11-14,C4123,pending,11.0,22.96,JPY,US,c41231727@corp.com,58429,270.05
1214,2025-10-29,C8445,open,11.0,95.28,GBP,GB,c84456579@mail.org,SW1A 1AA,1072.83
1215,2025-07-04,C9789,pending,11.0,62.72,EUR,DE,,59804,773.15
1216,2025-06-11,C4844,closed,13.0,54.69,USD,US,c48448398@example.com,XXXXX,695.97
1217,2025-10-10,C3575,open,13.0,68.38,AUD,US,c35759407@mail.org,13491,1042.99
1218,2025-08-28,C8937,closed,7.0,21.43,USD,US,c89372757@shop.net,29561,169.52
1219,2025-12-04,C1468,closed,7.0,81.38,GBP,GB,,M1 1AE,541.76
1220,2025-10-21,C2115,open,2.0,25.96,USD,US,c21155395@corp.com,74732,58.85
1221,2025-09-20,C3640,,14.0,111.01,GBP,GB,,EC1A 1BB,1571.38
1222,2025-07-05,C1710,open,3.0,58.83,GBP,GB,c1710927@shop.net,EC1A 1BB,202.48
1223,2025-07-27,C2354,,7.0,0.0,USD,US,c23549509@example.com,50249,0.0
1224,2025-09-12,C5262,pending,10.0,6.87,GBP,GB,,EC1A 1BB,75.5
1225,2025-07-02,C3440,closed,8.0,51.38,USD,US,c34405689@example.com,97580,462.29
1226,2025-10-12,C5077,closed,5.0,102.37,EUR,DE,,51696,466.38
1227,2025-07-24,C1622,open,8.0,64.57,AUD,FR,c16222354@shop.net,71361,524.3
1228,2025-11-01,C7132,pending,9.0,117.5,EUR,DE,,73535,1163.82
1229,2025-09-08,C9929,open,9.0,7.33,USD,US,,80377,72.33
1230,2025-11-30,C6090,closed,10.0,109.86,USD,US,c60905429@corp.com,86623,1105.0
